Time,Lot,pH,Temp,Voltage,DTime
2021-09-08 16:29:26.100,1,1.89,44.64,15.15,2021-09-08
2021-09-08 16:29:31.100,1,2.06,42.07,15.4,2021-09-08
2021-09-08 16:29:36.100,1,1.9,40.74,16.21,2021-09-08
2021-09-08 16:29:41.100,1,1.98,43.12,16.76,2021-09-08
2021-09-08 16:29:46.100,1,1.99,40.93,17.13,2021-09-08
2021-09-08 16:29:51.100,1,2.13,40.79,15.75,2021-09-08
2021-09-08 16:29:56.100,1,2.17,42.36,17.54,2021-09-08
2021-09-08 16:30:01.100,1,1.84,41.03,15.42,2021-09-08
2021-09-08 16:30:06.200,1,2.02,43.87,17.07,2021-09-08
2021-09-08 16:30:11.200,1,2.19,42.51,15.05,2021-09-08
2021-09-08 16:30:16.200,1,1.83,40.42,15.34,2021-09-08
2021-09-08 16:30:21.200,1,2.08,44.52,18.78,2021-09-08
2021-09-08 16:30:26.200,1,1.84,41.67,18.39,2021-09-08
2021-09-08 16:30:31.200,1,2.04,44.28,18.6,2021-09-08
2021-09-08 16:30:36.200,1,2.03,41.72,16.31,2021-09-08
2021-09-08 16:30:41.200,1,1.99,41.77,16.12,2021-09-08
2021-09-08 16:30:46.200,1,2.12,43.73,18.11,2021-09-08
2021-09-08 16:30:51.200,1,1.94,44.95,15.02,2021-09-08
2021-09-08 16:30:56.200,1,1.85,44.19,18.32,2021-09-08
2021-09-08 16:31:01.200,1,2.05,44.85,16.87,2021-09-08
2021-09-08 16:31:06.200,1,1.9,40.28,15.93,2021-09-08
2021-09-08 16:31:11.200,1,2.1,40.54,15.03,2021-09-08
2021-09-08 16:31:16.200,1,2.18,44.86,19.14,2021-09-08
2021-09-08 16:31:21.200,1,2.16,44.08,18.47,2021-09-08
2021-09-08 16:31:26.200,1,1.86,41.91,19.83,2021-09-08
2021-09-08 16:31:31.200,1,1.93,44.06,17.07,2021-09-08
2021-09-08 16:31:36.200,1,2.0,40.54,18.44,2021-09-08
2021-09-08 16:31:41.200,1,2.0,40.24,18.09,2021-09-08
2021-09-08 16:31:46.200,1,1.92,41.63,18.68,2021-09-08
2021-09-08 16:31:51.300,1,2.04,43.09,17.49,2021-09-08
2021-09-08 16:31:56.300,1,1.81,44.51,17.82,2021-09-08
2021-09-08 16:32:01.300,1,1.81,42.69,16.78,2021-09-08
2021-09-08 16:32:06.300,1,2.16,43.75,17.61,2021-09-08
2021-09-08 16:32:11.300,1,2.13,44.57,19.13,2021-09-08
2021-09-08 16:32:16.300,1,2.06,42.17,15.89,2021-09-08
2021-09-08 16:32:21.300,1,1.99,44.79,18.3,2021-09-08
2021-09-08 16:32:26.300,1,1.85,40.88,17.38,2021-09-08
2021-09-08 16:32:31.300,1,2.07,41.28,19.24,2021-09-08
2021-09-08 16:32:58.800,2,2.09,44.23,19.6,2021-09-08
2021-09-08 16:33:03.800,2,2.02,44.01,15.05,2021-09-08
2021-09-08 16:33:08.800,2,2.09,44.34,19.02,2021-09-08
2021-09-08 16:33:13.800,2,2.0,40.2,19.08,2021-09-08
2021-09-08 16:33:18.900,2,2.04,44.24,17.88,2021-09-08
2021-09-08 16:33:23.900,2,2.06,44.02,16.13,2021-09-08
2021-09-08 16:33:28.900,2,1.92,40.08,15.06,2021-09-08
2021-09-08 16:33:33.900,2,2.15,44.91,15.38,2021-09-08
2021-09-08 16:33:38.900,2,2.17,40.58,17.63,2021-09-08
2021-09-08 16:33:43.900,2,1.93,41.38,17.58,2021-09-08
2021-09-08 16:33:48.900,2,2.13,42.26,19.51,2021-09-08
2021-09-08 16:33:53.900,2,2.18,44.15,18.77,2021-09-08
2021-09-08 16:33:58.900,2,1.86,42.11,15.52,2021-09-08
2021-09-08 16:34:03.900,2,1.99,41.41,15.94,2021-09-08
2021-09-08 16:34:08.900,2,2.02,44.83,15.48,2021-09-08
2021-09-08 16:34:13.900,2,2.15,43.91,15.79,2021-09-08
2021-09-08 16:34:18.900,2,2.04,40.4,17.84,2021-09-08
2021-09-08 16:34:23.900,2,1.94,44.93,17.84,2021-09-08
2021-09-08 16:34:28.900,2,2.14,43.15,19.82,2021-09-08
2021-09-08 16:34:33.900,2,2.18,41.94,18.95,2021-09-08
2021-09-08 16:34:38.900,2,1.93,42.24,17.85,2021-09-08
2021-09-08 16:34:44.000,2,1.89,42.91,16.04,2021-09-08
2021-09-08 16:34:49.000,2,1.98,40.61,19.52,2021-09-08
2021-09-08 16:34:54.000,2,1.81,43.03,18.33,2021-09-08
2021-09-08 16:34:59.000,2,2.0,40.27,16.34,2021-09-08
2021-09-08 16:35:04.000,2,1.93,41.11,17.29,2021-09-08
2021-09-08 16:35:09.000,2,2.01,42.35,16.51,2021-09-08
2021-09-08 16:35:14.000,2,1.87,42.89,18.54,2021-09-08
2021-09-08 16:35:19.000,2,2.09,42.1,17.77,2021-09-08
2021-09-08 16:35:24.000,2,1.88,40.17,18.94,2021-09-08
2021-09-08 16:35:29.000,2,1.89,42.7,18.28,2021-09-08
2021-09-08 16:35:34.000,2,2.07,40.88,19.6,2021-09-08
2021-09-08 16:35:39.000,2,2.14,41.9,19.86,2021-09-08
2021-09-08 16:35:44.000,2,1.93,41.95,15.89,2021-09-08
2021-09-08 16:35:49.000,2,2.02,43.44,15.63,2021-09-08
2021-09-08 16:35:54.000,2,1.9,43.5,16.3,2021-09-08
2021-09-08 16:35:59.000,2,1.89,42.64,16.84,2021-09-08
2021-09-08 16:36:04.000,2,1.95,44.22,17.54,2021-09-08
2021-09-08 16:36:09.000,2,2.19,40.71,16.35,2021-09-08
2021-09-08 16:36:14.100,2,2.16,41.53,16.98,2021-09-08
2021-09-08 16:36:19.100,2,2.15,40.45,15.87,2021-09-08
2021-09-08 16:36:24.100,2,2.12,43.55,17.41,2021-09-08
2021-09-08 16:36:29.100,2,1.97,44.71,18.02,2021-09-08
2021-09-08 16:36:34.100,2,1.93,40.94,17.61,2021-09-08
2021-09-08 16:36:39.100,2,2.07,43.36,18.17,2021-09-08
2021-09-08 16:36:44.100,2,1.86,42.46,16.14,2021-09-08
2021-09-08 16:36:49.100,2,1.93,40.71,17.41,2021-09-08
2021-09-08 16:36:54.100,2,1.91,44.34,19.07,2021-09-08
2021-09-08 16:36:59.100,2,1.94,42.01,19.5,2021-09-08
2021-09-08 16:37:04.100,2,1.95,43.47,16.39,2021-09-08
2021-09-08 16:37:09.100,2,1.92,41.31,15.55,2021-09-08
2021-09-08 16:37:14.100,2,2.11,42.77,18.26,2021-09-08
2021-09-08 16:37:19.100,2,1.91,42.34,15.88,2021-09-08
2021-09-08 16:37:24.100,2,2.07,41.98,18.67,2021-09-08
2021-09-08 16:37:29.100,2,2.09,43.19,17.65,2021-09-08
2021-09-08 16:37:34.100,2,2.01,40.92,19.55,2021-09-08
2021-09-08 16:37:39.100,2,1.81,40.4,15.47,2021-09-08
2021-09-08 16:37:44.100,2,2.29,43.78,17.58,2021-09-08
2021-09-08 16:37:49.200,2,1.9,43.82,16.95,2021-09-08
2021-09-08 16:37:54.200,2,2.14,41.75,19.04,2021-09-08
2021-09-08 16:37:59.200,2,2.28,44.29,16.43,2021-09-08
2021-09-08 16:38:04.200,2,2.18,43.56,18.95,2021-09-08
2021-09-08 16:38:09.200,2,1.97,43.46,16.12,2021-09-08
2021-09-08 16:38:14.200,2,2.18,42.45,19.56,2021-09-08
2021-09-08 16:38:19.200,2,2.16,43.63,16.4,2021-09-08
2021-09-08 16:38:24.200,2,1.94,42.76,18.3,2021-09-08
2021-09-08 16:38:29.200,2,2.02,40.81,18.24,2021-09-08
2021-09-08 16:38:34.200,2,1.97,40.31,16.1,2021-09-08
2021-09-08 16:38:39.200,2,1.81,41.56,17.63,2021-09-08
2021-09-08 16:39:04.900,3,1.92,40.43,17.55,2021-09-08
2021-09-08 16:39:09.900,3,2.27,43.42,17.58,2021-09-08
2021-09-08 16:39:14.900,3,2.01,42.31,16.33,2021-09-08
2021-09-08 16:39:19.900,3,1.88,40.24,16.01,2021-09-08
2021-09-08 16:39:24.900,3,1.92,41.41,18.71,2021-09-08
2021-09-08 16:39:29.900,3,1.96,41.43,17.42,2021-09-08
2021-09-08 16:39:34.900,3,1.9,44.66,19.73,2021-09-08
2021-09-08 16:39:39.900,3,2.01,41.74,19.58,2021-09-08
2021-09-08 16:39:44.900,3,2.16,43.63,18.06,2021-09-08
2021-09-08 16:39:49.900,3,2.01,41.64,19.84,2021-09-08
2021-09-08 16:39:54.900,3,2.16,41.03,16.52,2021-09-08
2021-09-08 16:39:59.900,3,1.88,43.03,19.78,2021-09-08
2021-09-08 16:40:04.900,3,1.81,44.63,19.57,2021-09-08
2021-09-08 16:40:09.900,3,1.82,42.39,16.07,2021-09-08
2021-09-08 16:40:14.900,3,2.13,42.04,19.73,2021-09-08
2021-09-08 16:40:19.900,3,1.91,42.48,16.4,2021-09-08
2021-09-08 16:40:24.900,3,1.94,40.19,17.18,2021-09-08
2021-09-08 16:40:29.900,3,1.84,42.03,17.42,2021-09-08
2021-09-08 16:40:34.900,3,2.09,41.89,19.31,2021-09-08
2021-09-08 16:40:40.000,3,2.12,41.39,17.81,2021-09-08
2021-09-08 16:40:45.000,3,1.96,44.78,19.69,2021-09-08
2021-09-08 16:40:50.000,3,2.13,40.93,18.78,2021-09-08
2021-09-08 16:40:55.000,3,2.0,44.48,15.81,2021-09-08
2021-09-08 16:41:00.000,3,1.91,42.91,17.98,2021-09-08
2021-09-08 16:41:05.000,3,2.18,41.91,19.06,2021-09-08
2021-09-08 16:41:10.000,3,2.27,43.42,17.58,2021-09-08
2021-09-08 16:41:15.000,3,2.27,43.42,17.58,2021-09-08
2021-09-08 16:41:20.000,3,2.06,41.14,18.88,2021-09-08
2021-09-08 16:41:25.000,3,2.18,42.68,15.93,2021-09-08
2021-09-08 16:41:30.000,3,2.01,44.3,16.02,2021-09-08
2021-09-08 16:41:35.000,3,1.93,41.97,19.05,2021-09-08
2021-09-08 16:41:40.000,3,2.02,41.97,18.72,2021-09-08
2021-09-08 16:41:45.000,3,1.89,42.34,16.77,2021-09-08
2021-09-08 16:41:50.000,3,1.96,42.19,17.53,2021-09-08
2021-09-08 16:41:55.000,3,2.01,44.05,17.31,2021-09-08
2021-09-08 16:42:00.000,3,1.94,42.88,18.16,2021-09-08
2021-09-08 16:42:05.000,3,1.84,41.82,18.46,2021-09-08
2021-09-08 16:42:10.000,3,1.87,44.81,18.73,2021-09-08
2021-09-08 16:42:15.000,3,2.06,43.8,19.55,2021-09-08
2021-09-08 16:42:20.000,3,2.0,42.41,19.57,2021-09-08
2021-09-08 16:42:25.100,3,2.17,43.08,17.61,2021-09-08
2021-09-08 16:42:30.100,3,1.84,42.54,17.15,2021-09-08
2021-09-08 16:42:35.100,3,1.83,42.57,17.78,2021-09-08
2021-09-08 16:42:40.100,3,1.86,42.45,19.41,2021-09-08
2021-09-08 16:42:45.100,3,1.88,41.29,18.18,2021-09-08
2021-09-08 16:42:50.100,3,2.27,43.42,17.58,2021-09-08
2021-09-08 16:42:55.100,3,1.93,42.68,18.3,2021-09-08
2021-09-08 16:43:00.100,3,2.07,43.32,19.18,2021-09-08
2021-09-08 16:43:05.100,3,2.04,43.71,15.16,2021-09-08
2021-09-08 16:43:10.100,3,2.18,40.99,18.73,2021-09-08
2021-09-08 16:43:15.100,3,1.96,42.66,18.67,2021-09-08
2021-09-08 16:43:20.100,3,1.92,44.06,16.02,2021-09-08
2021-09-08 16:43:25.100,3,2.04,40.61,19.21,2021-09-08
2021-09-08 16:43:30.100,3,1.93,42.78,15.84,2021-09-08
2021-09-08 16:43:35.100,3,2.03,43.56,18.4,2021-09-08
2021-09-08 16:43:40.100,3,1.93,42.3,17.74,2021-09-08
2021-09-08 16:43:45.200,3,1.99,41.49,15.75,2021-09-08
2021-09-08 16:43:50.200,3,1.89,40.46,15.71,2021-09-08
2021-09-08 16:43:55.200,3,2.01,40.3,18.53,2021-09-08
2021-09-08 16:44:00.200,3,1.9,42.52,15.39,2021-09-08
2021-09-08 16:44:05.200,3,1.93,40.23,18.98,2021-09-08
2021-09-08 16:44:10.200,3,2.0,43.23,18.48,2021-09-08
2021-09-08 16:44:15.200,3,1.82,41.98,18.04,2021-09-08
2021-09-08 16:44:20.200,3,1.97,44.01,17.02,2021-09-08
2021-09-08 16:44:25.200,3,1.81,42.2,16.71,2021-09-08
2021-09-08 16:44:30.200,3,2.17,42.24,18.25,2021-09-08
2021-09-08 16:44:35.200,3,2.11,43.17,17.78,2021-09-08
2021-09-08 16:44:40.200,3,1.86,43.4,15.7,2021-09-08
2021-09-08 16:44:45.200,3,2.02,41.41,15.63,2021-09-08
2021-09-08 16:45:11.600,4,1.81,41.58,18.44,2021-09-08
2021-09-08 16:45:16.600,4,1.89,41.5,19.36,2021-09-08
2021-09-08 16:45:21.600,4,2.07,44.56,16.16,2021-09-08
2021-09-08 16:45:26.600,4,2.02,41.21,16.65,2021-09-08
2021-09-08 16:45:31.600,4,2.0,44.72,17.71,2021-09-08
2021-09-08 16:45:36.600,4,2.09,43.1,18.68,2021-09-08
2021-09-08 16:45:41.600,4,2.16,42.16,19.62,2021-09-08
2021-09-08 16:45:46.600,4,2.13,43.07,15.67,2021-09-08
2021-09-08 16:45:51.600,4,1.86,42.63,17.73,2021-09-08
2021-09-08 16:45:56.600,4,1.85,44.08,18.36,2021-09-08
2021-09-08 16:46:01.600,4,1.81,41.74,18.61,2021-09-08
2021-09-08 16:46:06.600,4,2.19,44.29,16.11,2021-09-08
2021-09-08 16:46:11.600,4,2.17,44.74,15.58,2021-09-08
2021-09-08 16:46:16.600,4,1.88,41.02,17.71,2021-09-08
2021-09-08 16:46:21.600,4,1.89,41.79,17.86,2021-09-08
2021-09-08 16:46:26.700,4,2.13,42.2,19.72,2021-09-08
2021-09-08 16:46:31.700,4,2.14,40.66,18.82,2021-09-08
2021-09-08 16:46:36.700,4,2.03,44.33,19.15,2021-09-08
2021-09-08 16:46:41.700,4,2.17,40.57,19.07,2021-09-08
2021-09-08 16:46:46.700,4,1.98,42.95,15.44,2021-09-08
2021-09-08 16:46:51.700,4,2.17,43.54,18.4,2021-09-08
2021-09-08 16:46:56.700,4,1.93,42.63,16.32,2021-09-08
2021-09-08 16:47:01.700,4,1.94,42.93,19.26,2021-09-08
2021-09-08 16:47:06.700,4,2.05,40.08,19.13,2021-09-08
2021-09-08 16:47:11.700,4,2.09,42.4,18.24,2021-09-08
2021-09-08 16:47:16.700,4,1.92,40.85,17.66,2021-09-08
2021-09-08 16:47:21.700,4,1.81,43.48,15.81,2021-09-08
2021-09-08 16:47:26.700,4,2.05,43.85,19.83,2021-09-08
2021-09-08 16:47:31.700,4,2.11,41.63,17.46,2021-09-08
2021-09-08 16:47:36.700,4,1.97,42.97,16.2,2021-09-08
2021-09-08 16:47:41.700,4,2.0,41.64,19.31,2021-09-08
2021-09-08 16:47:46.700,4,2.16,44.36,16.24,2021-09-08
2021-09-08 16:47:51.700,4,2.06,40.17,18.7,2021-09-08
2021-09-08 16:47:56.700,4,1.9,44.45,18.94,2021-09-08
2021-09-08 16:48:01.700,4,1.86,40.43,15.11,2021-09-08
2021-09-08 16:48:06.700,4,1.97,44.9,17.09,2021-09-08
2021-09-08 16:48:11.700,4,2.0,43.6,16.35,2021-09-08
2021-09-08 16:48:16.700,4,1.85,41.39,19.02,2021-09-08
2021-09-08 16:48:21.700,4,1.86,42.74,18.5,2021-09-08
2021-09-08 16:48:26.800,4,2.03,41.8,19.88,2021-09-08
2021-09-08 16:48:31.800,4,1.89,42.22,18.28,2021-09-08
2021-09-08 16:48:36.800,4,2.0,40.44,19.31,2021-09-08
2021-09-08 16:48:41.800,4,1.83,43.73,15.3,2021-09-08
2021-09-08 16:48:46.800,4,2.18,41.74,16.74,2021-09-08
2021-09-08 16:48:51.800,4,1.89,44.18,19.7,2021-09-08
2021-09-08 16:48:56.800,4,2.08,40.99,19.4,2021-09-08
2021-09-08 16:49:01.800,4,1.88,43.33,17.91,2021-09-08
2021-09-08 16:49:06.800,4,2.16,41.58,19.92,2021-09-08
2021-09-08 16:49:11.800,4,2.22,41.85,12.97,2021-09-08
2021-09-08 16:49:16.800,4,2.12,44.09,19.03,2021-09-08
2021-09-08 16:49:21.800,4,2.07,41.9,17.8,2021-09-08
2021-09-08 16:49:26.800,4,1.82,40.64,19.12,2021-09-08
2021-09-08 16:49:31.800,4,1.83,42.81,16.06,2021-09-08
2021-09-08 16:49:36.800,4,2.16,42.43,19.08,2021-09-08
2021-09-08 16:49:41.800,4,1.91,44.48,18.03,2021-09-08
2021-09-08 16:49:46.800,4,1.83,41.6,19.57,2021-09-08
2021-09-08 16:49:51.800,4,1.97,41.76,15.62,2021-09-08
2021-09-08 16:49:56.800,4,2.08,43.99,15.7,2021-09-08
2021-09-08 16:50:01.800,4,2.07,41.66,16.65,2021-09-08
2021-09-08 16:50:06.800,4,1.86,43.08,17.26,2021-09-08
2021-09-08 16:50:11.900,4,1.81,42.69,16.66,2021-09-08
2021-09-08 16:50:16.900,4,2.19,41.03,17.19,2021-09-08
2021-09-08 16:50:21.900,4,2.24,43.64,18.92,2021-09-08
2021-09-08 16:50:26.900,4,2.17,43.31,18.69,2021-09-08
2021-09-08 16:50:31.900,4,1.86,40.74,15.78,2021-09-08
2021-09-08 16:50:36.900,4,2.1,43.8,15.24,2021-09-08
2021-09-08 16:50:41.900,4,1.85,40.23,16.86,2021-09-08
2021-09-08 16:50:46.900,4,2.16,44.39,17.31,2021-09-08
2021-09-08 16:50:51.900,4,2.03,42.35,15.24,2021-09-08
2021-09-08 16:51:18.100,5,2.14,42.73,17.48,2021-09-08
2021-09-08 16:51:23.100,5,2.06,42.81,17.0,2021-09-08
2021-09-08 16:51:28.200,5,2.02,40.1,17.45,2021-09-08
2021-09-08 16:51:33.200,5,1.92,42.72,18.18,2021-09-08
2021-09-08 16:51:38.200,5,1.97,40.94,17.47,2021-09-08
2021-09-08 16:51:43.200,5,2.04,40.69,15.64,2021-09-08
2021-09-08 16:51:48.200,5,2.06,44.8,17.63,2021-09-08
2021-09-08 16:51:53.200,5,1.84,40.27,17.79,2021-09-08
2021-09-08 16:51:58.200,5,1.88,43.7,17.85,2021-09-08
2021-09-08 16:52:03.200,5,1.81,43.28,16.87,2021-09-08
2021-09-08 16:52:08.200,5,1.83,43.16,18.29,2021-09-08
2021-09-08 16:52:13.200,5,1.84,44.8,18.47,2021-09-08
2021-09-08 16:52:18.200,5,1.88,43.34,18.38,2021-09-08
2021-09-08 16:52:23.200,5,1.99,40.95,15.18,2021-09-08
2021-09-08 16:52:28.200,5,1.9,43.07,17.09,2021-09-08
2021-09-08 16:52:33.200,5,1.91,42.75,16.56,2021-09-08
2021-09-08 16:52:38.200,5,2.04,43.73,18.15,2021-09-08
2021-09-08 16:52:43.200,5,2.1,43.87,17.92,2021-09-08
2021-09-08 16:52:48.200,5,2.15,43.98,19.03,2021-09-08
2021-09-08 16:52:53.200,5,1.85,41.52,16.53,2021-09-08
2021-09-08 16:52:58.200,5,1.88,44.82,17.21,2021-09-08
2021-09-08 16:53:03.200,5,1.86,43.09,15.05,2021-09-08
2021-09-08 16:53:08.300,5,2.17,43.72,16.93,2021-09-08
2021-09-08 16:53:13.300,5,1.86,40.35,19.59,2021-09-08
2021-09-08 16:53:18.300,5,1.93,43.06,18.35,2021-09-08
2021-09-08 16:53:23.300,5,2.19,42.99,18.62,2021-09-08
2021-09-08 16:53:28.300,5,2.13,40.64,16.55,2021-09-08
2021-09-08 16:53:33.300,5,1.96,43.94,19.99,2021-09-08
2021-09-08 16:53:38.300,5,2.04,42.71,15.88,2021-09-08
2021-09-08 16:53:43.300,5,1.93,44.08,15.46,2021-09-08
2021-09-08 16:53:48.300,5,1.96,43.92,15.91,2021-09-08
2021-09-08 16:53:53.300,5,2.14,42.99,17.56,2021-09-08
2021-09-08 16:53:58.300,5,2.08,44.49,16.76,2021-09-08
2021-09-08 16:54:03.300,5,1.81,41.32,18.91,2021-09-08
2021-09-08 16:54:08.300,5,1.83,43.44,19.52,2021-09-08
2021-09-08 16:54:13.300,5,2.08,40.99,16.47,2021-09-08
2021-09-08 16:54:18.300,5,2.05,41.49,16.33,2021-09-08
2021-09-08 16:54:23.300,5,2.17,44.11,19.02,2021-09-08
2021-09-08 16:54:28.300,5,1.99,40.72,17.26,2021-09-08
2021-09-08 16:54:33.300,5,1.92,44.22,17.97,2021-09-08
2021-09-08 16:54:38.300,5,1.9,40.18,15.04,2021-09-08
2021-09-08 16:54:43.300,5,2.17,42.97,18.85,2021-09-08
2021-09-08 16:54:48.300,5,1.87,44.36,15.05,2021-09-08
2021-09-08 16:54:53.400,5,1.83,43.04,15.42,2021-09-08
2021-09-08 16:54:58.400,5,2.01,42.67,17.73,2021-09-08
2021-09-08 16:55:03.400,5,1.86,40.61,18.74,2021-09-08
2021-09-08 16:55:08.400,5,2.11,43.85,15.97,2021-09-08
2021-09-08 16:55:13.400,5,2.14,40.23,15.42,2021-09-08
2021-09-08 16:55:18.400,5,2.03,41.86,18.57,2021-09-08
2021-09-08 16:55:23.400,5,2.03,43.39,18.59,2021-09-08
2021-09-08 16:55:28.400,5,1.84,43.63,19.53,2021-09-08
2021-09-08 16:55:33.400,5,2.1,42.77,17.05,2021-09-08
2021-09-08 16:55:38.400,5,1.97,41.89,16.3,2021-09-08
2021-09-08 16:55:43.400,5,1.95,42.08,18.84,2021-09-08
2021-09-08 16:55:48.400,5,1.87,44.12,17.26,2021-09-08
2021-09-08 16:55:53.400,5,2.12,43.77,19.54,2021-09-08
2021-09-08 16:55:58.400,5,1.91,42.95,15.11,2021-09-08
2021-09-08 16:56:03.400,5,1.93,40.1,16.54,2021-09-08
2021-09-08 16:56:08.400,5,1.82,43.92,16.28,2021-09-08
2021-09-08 16:56:13.400,5,2.13,42.87,15.39,2021-09-08
2021-09-08 16:56:18.500,5,1.9,44.2,19.97,2021-09-08
2021-09-08 16:56:23.500,5,2.01,43.37,15.88,2021-09-08
2021-09-08 16:56:28.500,5,2.06,41.54,19.14,2021-09-08
2021-09-08 16:56:33.500,5,2.09,44.56,19.33,2021-09-08
2021-09-08 16:56:38.500,5,1.96,41.52,18.33,2021-09-08
2021-09-08 16:56:43.500,5,2.0,44.74,15.29,2021-09-08
2021-09-08 16:56:48.500,5,2.0,44.37,17.88,2021-09-08
2021-09-08 16:56:53.500,5,2.01,44.26,17.63,2021-09-08
2021-09-08 16:56:58.500,5,2.04,43.83,19.57,2021-09-08
2021-09-08 16:57:23.500,6,1.82,41.64,19.66,2021-09-08
2021-09-08 16:57:28.600,6,2.0,41.85,17.59,2021-09-08
2021-09-08 16:57:33.600,6,1.93,44.42,16.54,2021-09-08
2021-09-08 16:57:38.600,6,1.99,43.81,15.95,2021-09-08
2021-09-08 16:57:43.600,6,1.82,40.25,17.64,2021-09-08
2021-09-08 16:57:48.600,6,1.91,42.35,16.16,2021-09-08
2021-09-08 16:57:53.600,6,1.92,43.62,19.56,2021-09-08
2021-09-08 16:57:58.600,6,1.94,41.56,18.74,2021-09-08
2021-09-08 16:58:03.600,6,1.96,41.21,15.86,2021-09-08
2021-09-08 16:58:08.600,6,2.16,44.61,18.32,2021-09-08
2021-09-08 16:58:13.600,6,1.92,41.78,15.07,2021-09-08
2021-09-08 16:58:18.600,6,1.99,41.38,19.39,2021-09-08
2021-09-08 16:58:23.600,6,2.14,42.18,15.88,2021-09-08
2021-09-08 16:58:28.600,6,2.0,43.64,18.38,2021-09-08
2021-09-08 16:58:33.600,6,1.94,40.62,16.22,2021-09-08
2021-09-08 16:58:38.600,6,2.09,41.39,16.01,2021-09-08
2021-09-08 16:58:43.600,6,1.83,44.12,17.72,2021-09-08
2021-09-08 16:58:48.600,6,2.12,43.58,18.19,2021-09-08
2021-09-08 16:58:53.600,6,1.96,40.57,19.55,2021-09-08
2021-09-08 16:58:58.600,6,1.91,42.75,18.52,2021-09-08
2021-09-08 16:59:03.600,6,1.88,42.2,18.39,2021-09-08
2021-09-08 16:59:08.600,6,1.94,43.94,16.15,2021-09-08
2021-09-08 16:59:13.600,6,1.97,43.11,18.0,2021-09-08
2021-09-08 16:59:18.700,6,1.88,43.96,19.63,2021-09-08
2021-09-08 16:59:23.700,6,1.87,42.64,19.66,2021-09-08
2021-09-08 16:59:28.700,6,1.94,42.12,15.89,2021-09-08
2021-09-08 16:59:33.700,6,1.9,44.53,18.35,2021-09-08
2021-09-08 16:59:38.700,6,1.97,43.26,15.09,2021-09-08
2021-09-08 16:59:43.700,6,2.01,44.38,17.7,2021-09-08
2021-09-08 16:59:48.700,6,2.03,42.02,15.5,2021-09-08
2021-09-08 16:59:53.700,6,1.84,42.37,19.47,2021-09-08
2021-09-08 16:59:58.700,6,2.13,43.56,18.64,2021-09-08
2021-09-08 17:00:03.700,6,1.97,42.54,17.49,2021-09-08
2021-09-08 17:00:08.700,6,1.93,41.69,15.42,2021-09-08
2021-09-08 17:00:13.700,6,2.1,44.68,18.36,2021-09-08
2021-09-08 17:00:18.700,6,1.9,41.74,15.88,2021-09-08
2021-09-08 17:00:23.700,6,1.82,43.74,16.29,2021-09-08
2021-09-08 17:00:28.700,6,2.16,40.09,17.3,2021-09-08
2021-09-08 17:00:33.700,6,2.04,41.43,18.45,2021-09-08
2021-09-08 17:00:38.700,6,1.87,41.12,17.83,2021-09-08
2021-09-08 17:00:43.700,6,2.13,40.58,19.12,2021-09-08
2021-09-08 17:00:48.700,6,2.11,43.58,17.32,2021-09-08
2021-09-08 17:00:53.700,6,1.87,42.83,18.2,2021-09-08
2021-09-08 17:00:58.700,6,2.05,43.63,15.45,2021-09-08
2021-09-08 17:01:03.700,6,1.93,40.96,16.69,2021-09-08
2021-09-08 17:01:08.700,6,2.03,41.58,13.69,2021-09-08
2021-09-08 17:01:13.700,6,2.01,42.72,18.58,2021-09-08
2021-09-08 17:01:18.700,6,2.15,43.79,16.77,2021-09-08
2021-09-08 17:01:23.700,6,1.83,42.85,17.62,2021-09-08
2021-09-08 17:01:28.800,6,1.94,44.3,19.3,2021-09-08
2021-09-08 17:01:33.800,6,1.87,41.59,18.92,2021-09-08
2021-09-08 17:01:38.800,6,2.17,44.92,17.71,2021-09-08
2021-09-08 17:01:43.800,6,1.9,43.34,19.58,2021-09-08
2021-09-08 17:01:48.800,6,2.08,43.44,16.29,2021-09-08
2021-09-08 17:01:53.800,6,1.84,44.08,16.42,2021-09-08
2021-09-08 17:01:58.800,6,2.07,41.88,17.97,2021-09-08
2021-09-08 17:02:03.800,6,2.13,42.44,15.46,2021-09-08
2021-09-08 17:02:08.800,6,1.98,40.16,17.26,2021-09-08
2021-09-08 17:02:13.800,6,2.12,43.99,19.53,2021-09-08
2021-09-08 17:02:18.800,6,2.27,40.57,12.29,2021-09-08
2021-09-08 17:02:23.800,6,2.06,42.03,19.38,2021-09-08
2021-09-08 17:02:28.800,6,1.9,40.42,19.35,2021-09-08
2021-09-08 17:02:33.800,6,1.97,40.57,17.02,2021-09-08
2021-09-08 17:02:38.800,6,1.87,44.61,18.66,2021-09-08
2021-09-08 17:02:43.800,6,1.89,42.64,17.86,2021-09-08
2021-09-08 17:02:48.900,6,1.83,43.17,19.27,2021-09-08
2021-09-08 17:02:53.900,6,2.02,43.53,16.52,2021-09-08
2021-09-08 17:02:58.900,6,2.0,44.67,16.03,2021-09-08
2021-09-08 17:03:03.900,6,1.96,42.95,15.68,2021-09-08
2021-09-08 17:03:31.100,7,2.13,44.9,16.59,2021-09-08
2021-09-08 17:03:36.100,7,2.18,42.03,19.04,2021-09-08
2021-09-08 17:03:41.100,7,1.87,41.71,19.07,2021-09-08
2021-09-08 17:03:46.100,7,2.06,40.04,16.11,2021-09-08
2021-09-08 17:03:51.100,7,2.0,44.7,18.0,2021-09-08
