,QC,Voltage,pH,Temp
2021-09-10 16:26:11.100,1,16.55,2.11,41.89
2021-09-10 16:26:16.100,1,15.35,2.46,41.09
2021-09-10 16:26:21.100,1,15.35,1.86,44.22
2021-09-10 16:26:26.100,1,18.34,1.91,44.41
2021-09-10 16:26:31.100,1,16.87,2.16,44.37
2021-09-10 16:26:36.100,1,17.84,2.01,43.29
2021-09-10 16:26:41.100,1,19.49,1.93,40.63
2021-09-10 16:26:46.100,1,16.66,2.13,41.5
2021-09-10 16:26:51.100,1,18.6,2.05,41.64
2021-09-10 16:26:56.100,1,17.58,2.16,43.37
2021-09-10 16:27:01.100,1,17.17,1.85,43.73
2021-09-10 16:27:06.100,1,15.04,2.01,44.2
2021-09-10 16:27:11.200,1,15.83,1.98,40.32
2021-09-10 16:27:16.200,1,19.18,1.83,43.08
2021-09-10 16:27:21.200,1,16.54,2.04,42.3
2021-09-10 16:27:26.200,1,19.51,1.87,42.11
2021-09-10 16:27:31.200,1,18.4,1.81,43.05
2021-09-10 16:27:36.200,1,15.93,1.91,41.23
2021-09-10 16:27:41.200,1,19.26,2.0,41.84
2021-09-10 16:27:46.200,1,16.38,1.89,40.16
2021-09-10 16:27:51.200,1,17.34,2.15,41.05
2021-09-10 16:27:56.200,1,18.92,1.97,43.28
2021-09-10 16:28:01.200,1,18.2,1.96,42.77
2021-09-10 16:28:06.200,1,17.85,2.0,40.68
2021-09-10 16:28:11.200,1,19.24,2.1,41.56
2021-09-10 16:28:16.200,1,19.12,2.11,42.73
2021-09-10 16:28:21.200,1,18.07,1.98,43.58
2021-09-10 16:28:26.200,1,16.36,2.04,42.17
2021-09-10 16:28:31.200,1,15.84,1.89,43.15
2021-09-10 16:28:36.200,1,16.15,1.86,43.21
2021-09-10 16:28:41.200,1,18.47,2.02,44.46
2021-09-10 16:28:46.200,1,15.52,1.86,41.4
2021-09-10 16:28:51.200,1,19.21,2.05,44.97
2021-09-10 16:28:56.200,1,19.65,1.91,44.94
2021-09-10 16:29:01.300,1,17.11,2.05,40.39
2021-09-10 16:29:06.300,1,17.04,2.07,42.49
2021-09-10 16:29:11.300,1,18.14,1.84,44.9
2021-09-10 16:29:16.300,1,15.77,2.19,40.77
2021-09-10 16:29:21.300,1,17.24,2.1,41.86
2021-09-10 16:29:26.300,1,16.96,2.19,44.92
2021-09-10 16:29:31.300,1,18.17,2.14,43.03
2021-09-10 16:29:36.300,1,16.84,2.18,41.14
2021-09-10 16:29:41.300,1,19.55,2.16,40.65
2021-09-10 16:30:09.200,1,19.41,2.16,42.09
2021-09-10 16:30:14.200,1,16.63,2.14,41.83
2021-09-10 16:30:19.200,1,19.55,2.19,43.31
2021-09-10 16:30:24.200,1,17.67,1.95,43.18
2021-09-10 16:30:29.200,1,15.53,1.87,41.86
2021-09-10 16:30:34.200,1,18.12,2.19,41.68
2021-09-10 16:30:39.300,1,17.87,2.13,44.02
2021-09-10 16:30:44.300,1,16.18,2.05,43.75
2021-09-10 16:30:49.300,1,15.57,1.87,43.18
2021-09-10 16:30:54.300,1,18.31,1.87,42.57
2021-09-10 16:30:59.300,1,15.29,2.12,41.98
2021-09-10 16:31:04.300,1,17.65,2.11,42.44
2021-09-10 16:31:09.300,1,19.27,2.03,40.54
2021-09-10 16:31:14.300,1,18.39,1.85,43.61
2021-09-10 16:31:19.300,1,19.21,1.94,44.85
2021-09-10 16:31:24.300,1,19.66,1.87,41.61
2021-09-10 16:31:29.300,1,16.8,2.05,43.85
2021-09-10 16:31:34.300,1,19.11,2.15,44.09
2021-09-10 16:31:39.300,1,15.74,2.12,40.1
2021-09-10 16:31:44.300,1,15.49,2.18,42.93
2021-09-10 16:31:49.300,1,16.18,2.1,40.58
2021-09-10 16:31:54.300,1,15.56,1.98,44.05
2021-09-10 16:31:59.300,1,16.76,2.13,44.02
2021-09-10 16:32:04.300,1,17.93,2.09,41.23
2021-09-10 16:32:09.300,1,16.31,1.96,43.31
2021-09-10 16:32:14.400,1,15.98,2.03,41.8
2021-09-10 16:32:19.400,1,18.25,2.18,41.92
2021-09-10 16:32:24.400,1,15.57,2.07,43.06
2021-09-10 16:32:29.400,1,17.65,1.95,43.55
2021-09-10 16:32:34.400,1,15.08,2.17,44.56
2021-09-10 16:32:39.400,1,19.74,1.88,42.21
2021-09-10 16:32:44.400,1,19.42,1.87,43.5
2021-09-10 16:32:49.400,1,19.47,1.9,43.69
2021-09-10 16:32:54.400,1,15.58,1.98,41.71
2021-09-10 16:32:59.400,1,18.31,1.95,44.07
2021-09-10 16:33:04.400,1,18.61,1.88,41.91
2021-09-10 16:33:09.400,1,19.13,2.08,41.1
2021-09-10 16:33:14.400,1,16.03,1.93,40.29
2021-09-10 16:33:19.400,1,15.2,2.17,41.37
2021-09-10 16:33:24.400,1,18.22,1.89,43.78
2021-09-10 16:33:29.400,1,16.17,1.83,43.8
2021-09-10 16:33:34.400,1,17.35,1.83,40.4
2021-09-10 16:33:39.400,1,17.56,1.93,44.01
2021-09-10 16:33:44.500,1,17.83,1.86,40.08
2021-09-10 16:33:49.500,1,18.82,1.89,43.72
2021-09-10 16:33:54.500,1,17.95,2.15,43.02
2021-09-10 16:33:59.500,1,16.4,2.06,44.03
2021-09-10 16:34:04.500,1,15.09,1.94,42.09
2021-09-10 16:34:09.500,1,16.46,1.91,42.65
2021-09-10 16:34:14.500,1,16.79,2.17,44.82
2021-09-10 16:34:19.500,1,17.76,2.16,42.48
2021-09-10 16:34:24.500,1,19.99,1.98,43.23
2021-09-10 16:34:29.500,1,19.32,1.84,43.24
2021-09-10 16:34:34.500,1,17.4,2.19,40.78
2021-09-10 16:34:39.500,1,17.55,1.83,42.67
2021-09-10 16:34:44.500,1,18.18,1.94,42.86
2021-09-10 16:34:49.500,1,18.65,2.12,44.97
2021-09-10 16:34:54.500,1,17.4,2.01,40.85
2021-09-10 16:34:59.500,1,18.16,2.14,44.54
2021-09-10 16:35:04.500,1,15.07,1.9,43.22
2021-09-10 16:35:09.500,1,15.6,1.96,41.33
2021-09-10 16:35:14.500,1,16.46,1.95,43.03
2021-09-10 16:35:19.500,1,15.47,2.03,41.16
2021-09-10 16:35:24.500,1,17.11,1.96,40.76
2021-09-10 16:35:29.500,1,16.09,1.92,40.36
2021-09-10 16:35:34.500,1,16.85,2.02,44.35
2021-09-10 16:35:39.600,1,17.49,2.16,40.45
2021-09-10 16:35:44.600,1,19.13,1.85,43.14
2021-09-10 16:35:49.600,1,17.46,1.97,44.21
2021-09-10 16:36:15.800,1,15.82,1.89,43.32
2021-09-10 16:36:20.800,1,15.65,2.12,42.86
2021-09-10 16:36:25.800,1,16.01,1.93,41.77
2021-09-10 16:36:30.800,1,16.16,1.98,40.45
2021-09-10 16:36:35.800,1,17.35,2.17,40.32
2021-09-10 16:36:40.800,1,17.35,1.91,40.16
2021-09-10 16:36:45.800,1,18.09,1.96,40.04
2021-09-10 16:36:50.800,1,17.83,1.83,43.42
2021-09-10 16:36:55.800,1,18.83,1.9,44.66
2021-09-10 16:37:00.800,1,18.76,2.13,43.03
2021-09-10 16:37:05.800,1,18.15,1.81,41.78
2021-09-10 16:37:10.800,1,18.76,2.07,43.08
2021-09-10 16:37:15.900,1,19.57,2.06,44.96
2021-09-10 16:37:20.900,1,16.63,2.11,40.91
2021-09-10 16:37:25.900,1,15.98,2.17,44.59
2021-09-10 16:37:30.900,1,15.15,2.09,44.04
2021-09-10 16:37:35.900,1,17.0,1.95,41.28
2021-09-10 16:37:40.900,1,16.91,1.95,41.63
2021-09-10 16:37:45.900,1,16.51,1.92,41.54
2021-09-10 16:37:50.900,1,16.0,1.86,42.28
2021-09-10 16:37:55.900,1,16.72,1.86,40.37
2021-09-10 16:38:00.900,1,19.01,1.9,41.39
2021-09-10 16:38:05.900,1,17.07,2.0,43.27
2021-09-10 16:38:10.900,1,17.12,2.0,42.38
2021-09-10 16:38:15.900,1,17.2,2.08,43.57
2021-09-10 16:38:20.900,1,19.19,2.04,43.45
2021-09-10 16:38:25.900,1,18.78,2.06,41.08
2021-09-10 16:38:30.900,1,17.97,2.09,41.24
2021-09-10 16:38:35.900,1,18.14,1.87,42.73
2021-09-10 16:38:41.000,1,17.17,1.95,40.92
2021-09-10 16:38:46.000,1,17.73,2.18,44.93
2021-09-10 16:38:51.000,1,17.68,2.04,44.29
2021-09-10 16:38:56.000,1,19.32,1.97,44.01
2021-09-10 16:39:01.000,1,17.99,1.89,43.23
2021-09-10 16:39:06.000,1,17.78,1.94,42.86
2021-09-10 16:39:11.000,1,17.04,2.1,40.47
2021-09-10 16:39:16.000,1,15.52,2.07,42.59
2021-09-10 16:39:21.000,1,17.78,2.11,41.98
2021-09-10 16:39:26.000,1,19.66,1.81,41.5
2021-09-10 16:39:31.000,1,15.36,2.09,41.98
2021-09-10 16:39:36.000,1,16.45,1.99,44.21
2021-09-10 16:39:41.000,1,19.57,2.18,40.74
2021-09-10 16:39:46.000,1,19.11,2.12,44.02
2021-09-10 16:39:51.000,1,15.68,2.06,40.65
2021-09-10 16:39:56.000,1,15.04,1.99,41.64
2021-09-10 16:40:01.000,1,15.25,1.98,43.7
2021-09-10 16:40:06.000,1,18.41,2.15,44.4
2021-09-10 16:40:11.100,1,16.98,1.92,42.88
2021-09-10 16:40:16.100,1,16.44,1.96,43.77
2021-09-10 16:40:21.100,1,16.99,2.03,43.31
2021-09-10 16:40:26.100,1,18.05,2.17,44.38
2021-09-10 16:40:31.100,1,15.76,2.05,41.48
2021-09-10 16:40:36.100,1,19.12,1.95,43.06
2021-09-10 16:40:41.100,1,16.01,1.98,43.04
2021-09-10 16:40:46.100,1,18.19,1.92,42.61
2021-09-10 16:40:51.100,1,19.08,2.13,40.72
2021-09-10 16:40:56.100,1,19.53,2.13,43.53
2021-09-10 16:41:01.100,1,17.18,2.01,44.21
2021-09-10 16:41:06.100,1,15.15,1.82,41.32
2021-09-10 16:41:11.100,1,16.87,1.82,43.07
2021-09-10 16:41:16.100,1,17.76,2.01,44.59
2021-09-10 16:41:21.100,1,17.24,1.85,41.27
2021-09-10 16:41:26.100,1,18.79,2.0,43.33
2021-09-10 16:41:31.100,1,18.26,2.11,44.21
2021-09-10 16:41:36.100,1,18.24,1.84,44.02
2021-09-10 16:41:41.100,1,19.7,2.07,44.25
2021-09-10 16:41:46.100,1,16.19,1.92,41.73
2021-09-10 16:41:51.100,1,16.82,2.04,42.75
2021-09-10 16:41:56.100,1,16.66,2.03,44.3
2021-09-10 16:42:21.500,1,18.08,1.86,41.45
2021-09-10 16:42:26.500,1,15.55,2.1,40.12
2021-09-10 16:42:31.500,1,18.79,1.9,43.64
2021-09-10 16:42:36.500,1,15.7,2.15,42.71
2021-09-10 16:42:41.500,1,16.81,2.13,42.23
2021-09-10 16:42:46.500,1,18.28,2.11,40.26
2021-09-10 16:42:51.500,1,18.14,1.83,40.1
2021-09-10 16:42:56.600,1,15.08,2.15,40.02
2021-09-10 16:43:01.600,1,19.69,2.19,44.64
2021-09-10 16:43:06.600,1,16.24,1.97,41.29
2021-09-10 16:43:11.600,1,17.88,1.89,36.25
2021-09-10 16:43:16.600,1,16.87,2.05,40.42
2021-09-10 16:43:21.600,1,16.31,2.05,44.58
2021-09-10 16:43:26.600,1,16.25,1.84,43.21
2021-09-10 16:43:31.600,1,17.9,1.88,41.78
2021-09-10 16:43:36.600,1,15.07,2.07,43.39
2021-09-10 16:43:41.600,1,19.34,2.01,41.06
2021-09-10 16:43:46.600,1,17.68,2.12,44.28
2021-09-10 16:43:51.600,1,17.3,2.19,41.44
2021-09-10 16:43:56.600,1,16.46,2.15,43.04
2021-09-10 16:44:01.600,1,16.09,1.92,41.68
2021-09-10 16:44:06.600,1,17.54,2.09,41.35
2021-09-10 16:44:11.600,1,17.82,1.88,42.39
2021-09-10 16:44:16.600,1,16.79,2.02,41.45
2021-09-10 16:44:21.700,1,16.19,1.86,40.12
2021-09-10 16:44:26.700,1,19.62,1.96,41.82
2021-09-10 16:44:31.700,1,18.62,1.99,42.83
2021-09-10 16:44:36.700,1,18.05,2.03,42.79
2021-09-10 16:44:41.700,1,15.69,1.93,41.56
2021-09-10 16:44:46.700,1,15.06,1.96,42.78
2021-09-10 16:44:51.700,1,18.78,2.18,44.37
2021-09-10 16:44:56.700,1,16.72,1.96,42.07
2021-09-10 16:45:01.700,1,16.87,1.96,44.6
2021-09-10 16:45:06.700,1,19.61,1.81,43.15
2021-09-10 16:45:11.700,1,19.11,1.93,44.94
2021-09-10 16:45:16.700,1,16.22,1.93,42.35
2021-09-10 16:45:21.700,1,15.93,1.98,44.56
2021-09-10 16:45:26.700,1,19.97,1.99,43.73
2021-09-10 16:45:31.700,1,16.14,1.98,44.91
2021-09-10 16:45:36.700,1,17.63,2.05,43.87
2021-09-10 16:45:41.700,1,16.2,1.95,43.68
2021-09-10 16:45:46.700,1,17.84,2.04,40.66
2021-09-10 16:45:51.700,1,15.6,1.96,43.13
2021-09-10 16:45:56.700,1,19.76,2.17,41.02
2021-09-10 16:46:01.700,1,17.03,1.95,41.99
2021-09-10 16:46:06.700,1,18.46,2.17,40.41
2021-09-10 16:46:11.700,1,18.28,2.09,42.11
2021-09-10 16:46:16.800,1,17.5,2.12,44.51
2021-09-10 16:46:21.800,1,17.98,2.16,44.93
2021-09-10 16:46:26.800,1,15.58,2.15,41.97
2021-09-10 16:46:31.800,1,18.05,2.19,41.91
2021-09-10 16:46:36.800,1,17.51,2.01,42.99
2021-09-10 16:46:41.800,1,18.45,2.19,43.04
2021-09-10 16:46:46.800,1,17.89,2.17,41.89
2021-09-10 16:46:51.800,1,18.91,1.99,42.45
2021-09-10 16:46:56.800,1,16.4,2.12,41.69
2021-09-10 16:47:01.800,1,19.06,1.98,42.26
2021-09-10 16:47:06.800,1,17.72,2.19,40.77
2021-09-10 16:47:11.800,1,16.41,1.9,42.0
2021-09-10 16:47:16.800,1,16.31,1.86,41.39
2021-09-10 16:47:21.800,1,17.27,2.02,42.43
2021-09-10 16:47:26.800,1,16.55,2.03,40.7
2021-09-10 16:47:31.800,1,17.9,2.24,41.33
2021-09-10 16:47:36.800,1,17.49,2.35,44.08
2021-09-10 16:47:41.800,1,19.81,1.81,41.45
2021-09-10 16:47:46.800,1,19.48,1.98,42.48
2021-09-10 16:47:51.800,1,16.37,1.93,41.04
2021-09-10 16:47:56.800,1,16.47,1.85,42.45
2021-09-10 16:48:01.900,1,17.37,2.14,43.74
2021-09-10 16:48:28.900,1,15.77,1.82,44.0
2021-09-10 16:48:33.900,1,17.14,2.16,43.99
2021-09-10 16:48:38.900,1,19.35,2.15,42.47
2021-09-10 16:48:43.900,1,18.06,1.97,42.19
2021-09-10 16:48:48.900,1,17.47,2.04,41.67
2021-09-10 16:48:53.900,1,16.65,2.14,42.07
2021-09-10 16:48:58.900,1,18.55,1.94,40.63
2021-09-10 16:49:03.900,1,15.81,1.88,40.11
2021-09-10 16:49:08.900,1,19.26,1.9,40.97
2021-09-10 16:49:13.900,1,15.88,2.13,44.25
2021-09-10 16:49:18.900,1,18.12,2.14,41.26
2021-09-10 16:49:23.900,1,19.21,1.97,41.89
2021-09-10 16:49:29.000,1,19.57,1.82,43.87
2021-09-10 16:49:34.000,1,15.41,2.19,40.83
2021-09-10 16:49:39.000,1,16.14,2.13,43.9
2021-09-10 16:49:44.000,1,18.61,2.17,44.41
2021-09-10 16:49:49.000,1,19.81,1.92,43.97
2021-09-10 16:49:54.000,1,19.84,2.15,40.73
2021-09-10 16:49:59.000,1,18.15,1.99,41.0
2021-09-10 16:50:04.000,1,15.69,2.41,40.97
2021-09-10 16:50:09.000,1,16.43,2.15,44.14
2021-09-10 16:50:14.000,1,15.63,2.0,40.81
2021-09-10 16:50:19.000,1,17.49,1.99,43.15
2021-09-10 16:50:24.000,1,19.2,1.87,44.72
2021-09-10 16:50:29.000,1,18.07,1.91,41.93
2021-09-10 16:50:34.000,1,17.12,1.84,41.52
2021-09-10 16:50:39.000,1,17.69,1.84,42.54
2021-09-10 16:50:44.000,1,17.13,2.07,42.79
2021-09-10 16:50:49.000,1,16.68,2.13,43.98
2021-09-10 16:50:54.000,1,16.03,2.0,42.86
2021-09-10 16:50:59.000,1,16.68,1.87,42.64
2021-09-10 16:51:04.000,1,16.28,1.98,41.36
2021-09-10 16:51:09.000,1,18.07,2.14,42.46
2021-09-10 16:51:14.000,1,15.87,2.11,44.21
2021-09-10 16:51:19.000,1,15.2,1.81,42.15
2021-09-10 16:51:24.000,1,16.64,1.91,43.44
2021-09-10 16:51:29.000,1,17.65,1.87,40.74
2021-09-10 16:51:34.100,1,18.13,2.15,42.17
2021-09-10 16:51:39.100,1,18.37,1.97,40.33
2021-09-10 16:51:44.100,1,15.41,2.09,42.88
2021-09-10 16:51:49.100,1,16.7,2.14,43.5
2021-09-10 16:51:54.100,1,17.31,1.91,43.72
2021-09-10 16:51:59.100,1,18.67,1.84,41.95
2021-09-10 16:52:04.100,1,18.03,1.89,43.01
2021-09-10 16:52:09.100,1,16.88,1.81,43.33
2021-09-10 16:52:14.100,1,17.48,1.95,44.46
2021-09-10 16:52:19.100,1,16.18,1.81,44.3
2021-09-10 16:52:24.100,1,17.99,2.18,42.71
2021-09-10 16:52:29.100,1,18.36,2.13,41.82
2021-09-10 16:52:34.100,1,17.01,2.09,42.64
2021-09-10 16:52:39.100,1,19.06,2.16,42.36
2021-09-10 16:52:44.100,1,18.78,2.09,44.06
2021-09-10 16:52:49.100,1,19.7,2.0,42.09
2021-09-10 16:52:54.100,1,19.18,1.99,42.2
2021-09-10 16:52:59.100,1,18.03,1.98,41.54
2021-09-10 16:53:04.100,1,16.65,2.19,43.73
2021-09-10 16:53:09.100,1,15.96,1.84,41.72
2021-09-10 16:53:14.100,1,19.37,2.06,40.05
2021-09-10 16:53:19.100,1,16.32,2.17,42.18
2021-09-10 16:53:24.200,1,16.42,1.9,41.58
2021-09-10 16:53:29.200,1,19.88,2.0,42.62
2021-09-10 16:53:34.200,1,18.42,2.13,40.6
2021-09-10 16:53:39.200,1,18.54,1.84,42.64
2021-09-10 16:53:44.200,1,18.28,1.89,41.75
2021-09-10 16:53:49.200,1,16.09,1.83,43.21
2021-09-10 16:53:54.200,1,17.68,1.92,42.86
2021-09-10 16:53:59.200,1,15.1,1.87,43.08
2021-09-10 16:54:04.200,1,18.45,1.99,41.97
2021-09-10 16:54:09.200,1,17.99,1.87,41.69
2021-09-10 16:54:36.600,1,16.9,1.94,42.28
2021-09-10 16:54:41.600,1,18.83,1.96,41.78
2021-09-10 16:54:46.600,1,18.31,1.96,40.79
2021-09-10 16:54:51.600,1,17.9,2.05,42.62
2021-09-10 16:54:56.600,1,17.42,2.18,44.41
2021-09-10 16:55:01.600,1,11.96,2.38,35.32
2021-09-10 16:55:06.600,1,15.95,1.82,41.7
2021-09-10 16:55:11.600,1,17.36,2.16,44.39
2021-09-10 16:55:16.600,1,18.76,2.0,44.9
2021-09-10 16:55:21.600,1,15.13,2.14,44.07
2021-09-10 16:55:26.600,1,18.15,2.05,44.61
2021-09-10 16:55:31.600,1,17.42,1.95,41.15
2021-09-10 16:55:36.600,1,18.97,1.9,41.65
2021-09-10 16:55:41.600,1,15.86,1.88,43.53
2021-09-10 16:55:46.600,1,15.82,2.17,41.73
2021-09-10 16:55:51.600,1,19.01,1.92,43.78
2021-09-10 16:55:56.600,1,17.23,1.85,42.7
2021-09-10 16:56:01.600,1,19.84,2.12,43.64
2021-09-10 16:56:06.700,1,19.53,1.92,44.75
2021-09-10 16:56:11.700,1,15.18,2.17,43.43
2021-09-10 16:56:16.700,1,17.42,2.13,43.04
2021-09-10 16:56:21.700,1,18.54,2.19,44.14
2021-09-10 16:56:26.700,1,19.05,2.17,43.95
2021-09-10 16:56:31.700,1,15.21,2.04,40.72
2021-09-10 16:56:36.700,1,19.3,1.84,42.29
2021-09-10 16:56:41.700,1,15.81,1.89,43.01
2021-09-10 16:56:46.700,1,16.65,1.81,42.61
2021-09-10 16:56:51.700,1,17.42,2.04,42.11
2021-09-10 16:56:56.700,1,15.48,1.83,43.73
2021-09-10 16:57:01.700,1,15.66,1.86,40.86
2021-09-10 16:57:06.700,1,18.34,2.05,37.14
2021-09-10 16:57:11.700,1,19.19,1.93,41.65
2021-09-10 16:57:16.700,1,16.64,2.08,40.86
2021-09-10 16:57:21.700,1,15.52,1.86,42.1
2021-09-10 16:57:26.700,1,17.19,2.01,40.65
2021-09-10 16:57:31.700,1,16.92,2.1,41.36
2021-09-10 16:57:36.700,1,17.43,1.91,42.91
2021-09-10 16:57:41.800,1,17.72,2.01,44.58
2021-09-10 16:57:46.800,1,16.2,2.1,40.42
2021-09-10 16:57:51.800,1,19.44,2.17,42.45
2021-09-10 16:57:56.800,1,18.64,2.05,43.2
2021-09-10 16:58:01.800,1,19.23,1.82,41.25
2021-09-10 16:58:06.800,1,17.33,2.06,42.1
2021-09-10 16:58:11.800,1,15.96,2.04,44.38
2021-09-10 16:58:16.800,1,19.91,1.81,43.04
2021-09-10 16:58:21.800,1,15.81,2.09,44.66
2021-09-10 16:58:26.800,1,17.15,2.11,41.36
2021-09-10 16:58:31.800,1,16.87,2.0,40.29
2021-09-10 16:58:36.800,1,16.53,2.05,43.35
2021-09-10 16:58:41.800,1,15.22,1.92,40.83
2021-09-10 16:58:46.800,1,17.13,2.19,44.34
2021-09-10 16:58:51.800,1,18.33,1.87,42.05
2021-09-10 16:58:56.800,1,18.59,1.81,41.51
2021-09-10 16:59:01.800,1,15.53,2.04,41.79
2021-09-10 16:59:06.800,1,16.5,1.97,41.62
2021-09-10 16:59:11.900,1,16.06,1.86,43.16
2021-09-10 16:59:16.900,1,18.49,2.09,41.46
2021-09-10 16:59:21.900,1,18.47,2.07,42.39
2021-09-10 16:59:26.900,1,15.39,1.91,42.26
2021-09-10 16:59:31.900,1,16.91,1.81,43.74
2021-09-10 16:59:36.900,1,18.21,2.08,41.63
2021-09-10 16:59:41.900,1,15.1,1.94,44.17
2021-09-10 16:59:46.900,1,15.9,1.99,41.68
2021-09-10 16:59:51.900,1,16.89,1.86,43.79
2021-09-10 16:59:56.900,1,16.51,1.99,42.8
2021-09-10 17:00:01.900,1,17.13,2.09,40.11
2021-09-10 17:00:06.900,1,19.01,1.84,44.8
2021-09-10 17:00:11.900,1,16.15,1.91,43.35
2021-09-10 17:00:16.900,1,17.05,2.06,40.8
2021-09-10 17:00:44.800,1,19.57,2.02,44.53
2021-09-10 17:00:49.800,1,19.8,2.11,41.37
2021-09-10 17:00:54.800,1,16.51,2.12,40.2
2021-09-10 17:00:59.800,1,15.74,1.83,41.27
2021-09-10 17:01:04.800,1,17.48,1.99,41.27
2021-09-10 17:01:09.800,1,19.02,2.19,41.17
2021-09-10 17:01:14.800,1,16.9,1.92,43.07
2021-09-10 17:01:19.800,1,15.89,2.18,42.34
2021-09-10 17:01:24.800,1,16.42,2.17,44.41
2021-09-10 17:01:29.800,1,19.46,2.03,43.1
2021-09-10 17:01:34.800,1,13.49,2.04,44.95
2021-09-10 17:01:39.800,1,17.8,1.84,40.14
2021-09-10 17:01:44.800,1,18.6,1.91,44.55
2021-09-10 17:01:49.800,1,16.29,1.94,41.43
2021-09-10 17:01:54.800,1,16.3,2.09,44.59
2021-09-10 17:01:59.800,1,18.77,1.88,44.5
2021-09-10 17:02:04.800,1,16.27,2.12,40.31
2021-09-10 17:02:09.800,1,19.36,1.98,44.13
2021-09-10 17:02:14.800,1,18.36,2.01,44.07
2021-09-10 17:02:19.800,1,18.97,2.09,42.21
2021-09-10 17:02:24.800,1,16.98,2.18,44.46
2021-09-10 17:02:29.900,1,17.19,2.14,44.93
2021-09-10 17:02:34.900,1,19.49,1.95,42.11
2021-09-10 17:02:39.900,1,19.58,1.89,43.69
2021-09-10 17:02:44.900,1,17.35,1.82,42.16
2021-09-10 17:02:49.900,1,18.95,2.18,43.08
2021-09-10 17:02:54.900,1,18.87,2.1,42.04
2021-09-10 17:02:59.900,1,15.26,1.85,40.56
2021-09-10 17:03:04.900,1,17.39,1.95,42.3
2021-09-10 17:03:09.900,1,19.72,2.15,43.21
2021-09-10 17:03:14.900,1,17.83,1.92,42.04
2021-09-10 17:03:19.900,1,19.76,1.82,41.92
2021-09-10 17:03:24.900,1,17.16,2.13,42.6
2021-09-10 17:03:29.900,1,18.54,1.81,40.34
2021-09-10 17:03:34.900,1,17.97,1.85,44.05
2021-09-10 17:03:39.900,1,15.97,2.04,44.26
2021-09-10 17:03:44.900,1,17.74,2.17,40.2
2021-09-10 17:03:49.900,1,17.39,1.83,41.33
2021-09-10 17:03:54.900,1,17.42,1.82,41.63
2021-09-10 17:03:59.900,1,16.81,2.11,42.19
2021-09-10 17:04:05.000,1,18.3,1.94,42.53
2021-09-10 17:04:10.000,1,18.0,2.15,40.78
2021-09-10 17:04:15.000,1,17.75,2.15,44.98
2021-09-10 17:04:20.000,1,19.57,2.07,41.34
2021-09-10 17:04:25.000,1,19.65,1.87,40.49
2021-09-10 17:04:30.000,1,17.96,1.9,41.65
2021-09-10 17:04:35.000,1,19.82,2.09,42.39
2021-09-10 17:04:40.000,1,15.21,2.14,44.1
2021-09-10 17:04:45.000,1,19.5,2.18,44.91
2021-09-10 17:04:50.000,1,19.59,2.06,43.4
2021-09-10 17:04:55.000,1,19.95,1.88,40.53
2021-09-10 17:05:00.000,1,17.02,2.14,42.22
2021-09-10 17:05:05.000,1,19.93,1.92,41.68
2021-09-10 17:05:10.000,1,18.61,2.19,40.38
2021-09-10 17:05:15.000,1,15.89,1.97,42.76
2021-09-10 17:05:20.000,1,15.96,1.81,43.3
2021-09-10 17:05:25.000,1,12.27,2.3,44.88
2021-09-10 17:05:30.000,1,15.81,2.17,43.89
2021-09-10 17:05:35.100,1,15.23,1.84,43.99
2021-09-10 17:05:40.100,1,18.95,2.1,42.36
2021-09-10 17:05:45.100,1,18.23,2.02,41.51
2021-09-10 17:05:50.100,1,17.51,2.07,40.29
2021-09-10 17:05:55.100,1,17.92,2.1,42.87
2021-09-10 17:06:00.100,1,19.97,2.01,43.56
2021-09-10 17:06:05.100,1,15.9,1.91,44.71
2021-09-10 17:06:10.100,1,18.04,1.81,40.01
2021-09-10 17:06:15.100,1,15.69,2.0,43.46
2021-09-10 17:06:20.100,1,19.0,1.91,42.68
2021-09-10 17:06:25.100,1,17.22,1.88,44.99
2021-09-10 17:06:51.100,1,19.22,2.19,43.44
2021-09-10 17:06:56.100,1,18.51,1.88,40.59
2021-09-10 17:07:01.100,1,17.21,2.14,41.86
2021-09-10 17:07:06.100,1,17.1,2.18,41.16
2021-09-10 17:07:11.100,1,19.02,2.06,42.04
2021-09-10 17:07:16.100,1,18.44,2.0,43.91
2021-09-10 17:07:21.100,1,16.43,1.85,41.95
2021-09-10 17:07:26.100,1,16.97,2.07,42.57
2021-09-10 17:07:31.100,1,15.56,1.91,42.88
2021-09-10 17:07:36.100,1,18.95,2.08,41.57
2021-09-10 17:07:41.100,1,18.06,1.99,42.24
2021-09-10 17:07:46.100,1,19.82,1.96,44.32
2021-09-10 17:07:51.100,1,16.98,1.83,41.01
2021-09-10 17:07:56.100,1,19.31,2.11,41.05
2021-09-10 17:08:01.100,1,16.78,2.19,44.5
2021-09-10 17:08:06.100,1,17.13,2.13,44.92
2021-09-10 17:08:11.100,1,18.05,1.91,42.67
2021-09-10 17:08:16.100,1,17.27,1.83,43.77
2021-09-10 17:08:21.100,1,17.45,1.89,44.23
2021-09-10 17:08:26.200,1,17.21,1.88,41.43
2021-09-10 17:08:31.200,1,17.8,1.82,44.65
2021-09-10 17:08:36.200,1,19.22,2.14,43.97
2021-09-10 17:08:41.200,1,15.2,1.87,41.51
2021-09-10 17:08:46.200,1,17.96,1.84,41.57
2021-09-10 17:08:51.200,1,17.27,1.84,43.27
